"FeatureName","Year","Value","Energy.Type","Energy.Consuming.Sector"
"Glasgow City",2016,2792.481,"Electricity","All"
"Glasgow City",2016,91.107,"Bioenergy & Wastes","All"
"Glasgow City",2016,5035.525,"Gas","All"
"Glasgow City",2017,3461.336,"Petroleum Products","All"
"Glasgow City",2017,5145.129,"Gas","All"
"Glasgow City",2017,1.111,"Coal","All"
"Glasgow City",2017,3.278,"Manufactured Fuels","All"
"Glasgow City",2017,2813.237,"Electricity","All"
"Glasgow City",2017,90.114,"Bioenergy & Wastes","All"
"Glasgow City",2018,2738.381,"Electricity","All"
"Glasgow City",2018,121.641,"Bioenergy & Wastes","All"
"Glasgow City",2018,3439.363,"Petroleum Products","All"
"Glasgow City",2018,1.087,"Coal","All"
"Glasgow City",2018,3.348,"Manufactured Fuels","All"
"Glasgow City",2018,5160.076,"Gas","All"
"Glasgow City",2019,157.097,"Bioenergy & Wastes","All"
"Glasgow City",2019,3.316,"Manufactured Fuels","All"
"Glasgow City",2019,1.021,"Coal","All"
"Glasgow City",2019,2657.998,"Electricity","All"
"Glasgow City",2019,5194.083,"Gas","All"
"Glasgow City",2019,3323.886,"Petroleum Products","All"
"Glasgow City",2020,148.261,"Bioenergy & Wastes","All"
"Glasgow City",2020,5257.396,"Gas","All"
"Glasgow City",2020,2655.339,"Petroleum Products","All"
"Glasgow City",2020,3.641,"Manufactured Fuels","All"
"Glasgow City",2020,2437.692,"Electricity","All"
"Glasgow City",2020,0.971,"Coal","All"
"Highland",2015,3445.401,"Petroleum Products","All"
"Highland",2015,1587.519,"Electricity","All"
"Highland",2015,1065.33,"Bioenergy & Wastes","All"
"Highland",2015,1232.198,"Gas","All"
"Highland",2015,80.961,"Coal","All"
"Highland",2015,18.215,"Manufactured Fuels","All"
"Highland",2016,78.809,"Coal","All"
"Highland",2016,17.382,"Manufactured Fuels","All"
"Highland",2016,1556.094,"Electricity","All"
"Highland",2016,1161.374,"Gas","All"
"Highland",2016,1096.467,"Bioenergy & Wastes","All"
"Highland",2016,3485.85,"Petroleum Products","All"
"Highland",2017,75.617,"Coal","All"
"Highland",2017,1160.549,"Bioenergy & Wastes","All"
"Highland",2017,1583.01,"Electricity","All"
"Highland",2017,19.19,"Manufactured Fuels","All"
"Highland",2017,3554.526,"Petroleum Products","All"
"Highland",2017,1163.214,"Gas","All"
"Highland",2018,1179.983,"Bioenergy & Wastes","All"
"Highland",2018,3576.608,"Petroleum Products","All"
"Highland",2018,1113.963,"Gas","All"
"Highland",2018,72.146,"Coal","All"
"Highland",2018,1559.153,"Electricity","All"
"Highland",2018,19.762,"Manufactured Fuels","All"
"Highland",2019,1133.137,"Gas","All"
"Highland",2019,1139.387,"Bioenergy & Wastes","All"
"Highland",2019,54.898,"Coal","All"
"Highland",2019,20.12,"Manufactured Fuels","All"
"Highland",2019,3474.536,"Petroleum Products","All"
"Highland",2019,1476.515,"Electricity","All"
"Highland",2020,1144.31,"Gas","All"
"Highland",2020,54.704,"Coal","All"
"Highland",2020,3012.625,"Petroleum Products","All"
"Highland",2020,19.535,"Manufactured Fuels","All"
"Highland",2020,1218.534,"Bioenergy & Wastes","All"
"Highland",2020,1397.66,"Electricity","All"
"Inverclyde",2015,345.489,"Electricity","All"
"Inverclyde",2015,0.546,"Coal","All"
"Inverclyde",2015,464.331,"Petroleum Products","All"
"Inverclyde",2015,16.277,"Bioenergy & Wastes","All"
"Inverclyde",2015,1.556,"Manufactured Fuels","All"
"Inverclyde",2015,646.714,"Gas","All"
"Inverclyde",2016,0.576,"Coal","All"
"Inverclyde",2016,456.023,"Petroleum Products","All"
"Inverclyde",2016,317.231,"Electricity","All"
"Inverclyde",2016,16.58,"Bioenergy & Wastes","All"
"Inverclyde",2016,633.248,"Gas","All"
"Inverclyde",2016,1.318,"Manufactured Fuels","All"
"Inverclyde",2017,671.238,"Gas","All"
"Inverclyde",2017,16.651,"Bioenergy & Wastes","All"
"Inverclyde",2017,1.523,"Manufactured Fuels","All"
"Inverclyde",2017,458.879,"Petroleum Products","All"
"Inverclyde",2017,0.549,"Coal","All"
"Inverclyde",2017,313.958,"Electricity","All"
"Inverclyde",2018,21.018,"Bioenergy & Wastes","All"
"Inverclyde",2018,450.2,"Petroleum Products","All"
"Inverclyde",2018,641.769,"Gas","All"
"Inverclyde",2018,301.368,"Electricity","All"
"Inverclyde",2018,1.581,"Manufactured Fuels","All"
"Inverclyde",2018,0.536,"Coal","All"
"Inverclyde",2019,1.664,"Manufactured Fuels","All"
"Inverclyde",2019,641.771,"Gas","All"
"Inverclyde",2019,436.062,"Petroleum Products","All"
"Inverclyde",2019,25.487,"Bioenergy & Wastes","All"
"Inverclyde",2019,293.605,"Electricity","All"
"Inverclyde",2019,0.477,"Coal","All"
"Inverclyde",2020,282.443,"Electricity","All"
"Inverclyde",2020,1.666,"Manufactured Fuels","All"
"Inverclyde",2020,364.609,"Petroleum Products","All"
"Inverclyde",2020,0.463,"Coal","All"
"Inverclyde",2020,25.258,"Bioenergy & Wastes","All"
"Inverclyde",2020,794.634,"Gas","All"
"Midlothian",2015,2.914,"Manufactured Fuels","All"
"Midlothian",2015,629.01,"Petroleum Products","All"
"Midlothian",2015,633.387,"Gas","All"
"Midlothian",2015,358.683,"Electricity","All"
"Midlothian",2015,34.004,"Bioenergy & Wastes","All"
"Midlothian",2015,15.593,"Coal","All"
"Midlothian",2016,36.248,"Bioenergy & Wastes","All"
"Midlothian",2016,2.836,"Manufactured Fuels","All"
"Midlothian",2016,670.252,"Petroleum Products","All"
"Midlothian",2016,13.121,"Coal","All"
"Midlothian",2016,348.024,"Electricity","All"
"Midlothian",2016,662.592,"Gas","All"
"Midlothian",2017,350.704,"Electricity","All"
"Midlothian",2017,3.172,"Manufactured Fuels","All"
"Midlothian",2017,681.891,"Gas","All"
"Midlothian",2017,12.046,"Coal","All"
"Midlothian",2017,660.863,"Petroleum Products","All"
"Midlothian",2017,43.383,"Bioenergy & Wastes","All"
"Midlothian",2018,346.235,"Electricity","All"
"Midlothian",2018,3.287,"Manufactured Fuels","All"
"Midlothian",2018,676.535,"Gas","All"
"Midlothian",2018,56.3,"Bioenergy & Wastes","All"
"Midlothian",2018,656.46,"Petroleum Products","All"
"Midlothian",2018,11.473,"Coal","All"
"Midlothian",2019,339.297,"Electricity","All"
"Midlothian",2019,62.901,"Bioenergy & Wastes","All"
"Midlothian",2019,692.733,"Gas","All"
"Midlothian",2019,3.446,"Manufactured Fuels","All"
"Midlothian",2019,655.943,"Petroleum Products","All"
"Midlothian",2019,8.415,"Coal","All"
"Midlothian",2020,691.329,"Gas","All"
"Midlothian",2020,8.262,"Coal","All"
"Midlothian",2020,333.193,"Electricity","All"
"Midlothian",2020,529.267,"Petroleum Products","All"
"Midlothian",2020,69.413,"Bioenergy & Wastes","All"
"Midlothian",2020,3.302,"Manufactured Fuels","All"
"Moray",2015,1850.643,"Gas","All"
"Moray",2015,12.6,"Coal","All"
"Moray",2015,77.107,"Bioenergy & Wastes","All"
"Moray",2015,922.924,"Petroleum Products","All"
"Moray",2015,515.803,"Electricity","All"
"Moray",2015,5.702,"Manufactured Fuels","All"
"Moray",2016,930.75,"Petroleum Products","All"
"Moray",2016,103.269,"Bioenergy & Wastes","All"
"Moray",2016,5.571,"Manufactured Fuels","All"
"Moray",2016,23.234,"Coal","All"
"Moray",2016,1848.991,"Gas","All"
"Moray",2016,495.535,"Electricity","All"
"Moray",2017,88.549,"Bioenergy & Wastes","All"
"Moray",2017,1810.515,"Gas","All"
"Moray",2017,951.803,"Petroleum Products","All"
"Moray",2017,494.608,"Electricity","All"
"Moray",2017,24.307,"Coal","All"
"Moray",2017,6.171,"Manufactured Fuels","All"
"Moray",2018,6.365,"Manufactured Fuels","All"
"Moray",2018,60.93,"Bioenergy & Wastes","All"
"Moray",2018,1880.513,"Gas","All"
"Moray",2018,22.46,"Coal","All"
"Moray",2018,485.632,"Electricity","All"
"Moray",2018,961.476,"Petroleum Products","All"
"Moray",2019,122.292,"Bioenergy & Wastes","All"
"Moray",2019,6.528,"Manufactured Fuels","All"
"Moray",2019,1847.185,"Gas","All"
"Moray",2019,12.732,"Coal","All"
"Moray",2019,1016.655,"Petroleum Products","All"
"Moray",2019,474.866,"Electricity","All"
"Moray",2020,6.274,"Manufactured Fuels","All"
"Moray",2020,913.691,"Petroleum Products","All"
"Moray",2020,14.844,"Coal","All"
"Moray",2020,1738.007,"Gas","All"
"Moray",2020,461.918,"Electricity","All"
"Moray",2020,150.02,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2015,388.755,"Petroleum Products","All"
"Na h-Eileanan Siar",2015,2.827,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2015,0,"Gas","All"
"Na h-Eileanan Siar",2015,22.614,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2015,16.091,"Coal","All"
"Na h-Eileanan Siar",2015,154.676,"Electricity","All"
"Na h-Eileanan Siar",2016,2.768,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2016,23.649,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2016,14.542,"Coal","All"
"Na h-Eileanan Siar",2016,15.146,"Gas","All"
"Na h-Eileanan Siar",2016,394.901,"Petroleum Products","All"
"Na h-Eileanan Siar",2016,150.033,"Electricity","All"
"Na h-Eileanan Siar",2017,157.546,"Electricity","All"
"Na h-Eileanan Siar",2017,13.304,"Coal","All"
"Na h-Eileanan Siar",2017,22.708,"Gas","All"
"Na h-Eileanan Siar",2017,3.048,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2017,377.53,"Petroleum Products","All"
"Na h-Eileanan Siar",2017,30.812,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2018,381.817,"Petroleum Products","All"
"Na h-Eileanan Siar",2018,152.195,"Electricity","All"
"Na h-Eileanan Siar",2018,23.632,"Gas","All"
"Na h-Eileanan Siar",2018,3.135,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2018,39.75,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2018,12.595,"Coal","All"
"Na h-Eileanan Siar",2019,153.388,"Electricity","All"
"Na h-Eileanan Siar",2019,41.332,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2019,366.632,"Petroleum Products","All"
"Na h-Eileanan Siar",2019,9.086,"Coal","All"
"Na h-Eileanan Siar",2019,22.925,"Gas","All"
"Na h-Eileanan Siar",2019,3.17,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2020,3.052,"Manufactured Fuels","All"
"Na h-Eileanan Siar",2020,49.428,"Bioenergy & Wastes","All"
"Na h-Eileanan Siar",2020,9.098,"Coal","All"
"Na h-Eileanan Siar",2020,342.503,"Petroleum Products","All"
"Na h-Eileanan Siar",2020,147.854,"Electricity","All"
"Na h-Eileanan Siar",2020,24.743,"Gas","All"
"North Ayrshire",2015,2.978,"Coal","All"
"North Ayrshire",2015,714.01,"Electricity","All"
"North Ayrshire",2015,1535.145,"Bioenergy & Wastes","All"
"North Ayrshire",2015,3.592,"Manufactured Fuels","All"
"North Ayrshire",2015,802.727,"Petroleum Products","All"
"North Ayrshire",2015,2193.134,"Gas","All"
"North Ayrshire",2016,2247.564,"Gas","All"
"North Ayrshire",2016,4.175,"Coal","All"
"North Ayrshire",2016,1575.645,"Bioenergy & Wastes","All"
"North Ayrshire",2016,798.549,"Petroleum Products","All"
"North Ayrshire",2016,3.124,"Manufactured Fuels","All"
"North Ayrshire",2016,660.905,"Electricity","All"
"North Ayrshire",2017,816.25,"Petroleum Products","All"
"North Ayrshire",2017,2205.087,"Gas","All"
"North Ayrshire",2017,1543.833,"Bioenergy & Wastes","All"
"North Ayrshire",2017,4.048,"Coal","All"
"North Ayrshire",2017,684.227,"Electricity","All"
"North Ayrshire",2017,3.561,"Manufactured Fuels","All"
"North Ayrshire",2018,1386.68,"Bioenergy & Wastes","All"
"North Ayrshire",2018,2209.358,"Gas","All"
"North Ayrshire",2018,3.687,"Manufactured Fuels","All"
"North Ayrshire",2018,656.646,"Electricity","All"
"North Ayrshire",2018,806.551,"Petroleum Products","All"
"North Ayrshire",2018,3.865,"Coal","All"
"North Ayrshire",2019,2217.444,"Gas","All"
"North Ayrshire",2019,1469.305,"Bioenergy & Wastes","All"
"North Ayrshire",2019,3.816,"Manufactured Fuels","All"
"North Ayrshire",2019,662.166,"Electricity","All"
"North Ayrshire",2019,2.37,"Coal","All"
"North Ayrshire",2019,781.067,"Petroleum Products","All"
"North Ayrshire",2020,2.502,"Coal","All"
"North Ayrshire",2020,596.79,"Electricity","All"
"North Ayrshire",2020,655.809,"Petroleum Products","All"
"North Ayrshire",2020,3.798,"Manufactured Fuels","All"
"North Ayrshire",2020,2239.602,"Gas","All"
"North Ayrshire",2020,1414.786,"Bioenergy & Wastes","All"
"North Lanarkshire",2015,2993.219,"Gas","All"
"North Lanarkshire",2015,3029.295,"Petroleum Products","All"
"North Lanarkshire",2015,96.828,"Bioenergy & Wastes","All"
"North Lanarkshire",2015,4.132,"Coal","All"
"North Lanarkshire",2015,38.716,"Manufactured Fuels","All"
"North Lanarkshire",2015,1400.028,"Electricity","All"
"North Lanarkshire",2016,1337.146,"Electricity","All"
"North Lanarkshire",2016,18.962,"Manufactured Fuels","All"
"North Lanarkshire",2016,4.047,"Coal","All"
"North Lanarkshire",2016,3033.893,"Petroleum Products","All"
"North Lanarkshire",2016,2836.808,"Gas","All"
"North Lanarkshire",2016,100.148,"Bioenergy & Wastes","All"
"North Lanarkshire",2017,3173.912,"Petroleum Products","All"
"North Lanarkshire",2017,3.829,"Coal","All"
"North Lanarkshire",2017,24.362,"Manufactured Fuels","All"
"North Lanarkshire",2017,2910.874,"Gas","All"
"North Lanarkshire",2017,1336.869,"Electricity","All"
"North Lanarkshire",2017,103.501,"Bioenergy & Wastes","All"
"North Lanarkshire",2018,144.514,"Bioenergy & Wastes","All"
"North Lanarkshire",2018,2950.668,"Gas","All"
"North Lanarkshire",2018,3.732,"Coal","All"
"North Lanarkshire",2018,1313.585,"Electricity","All"
"North Lanarkshire",2018,3384.664,"Petroleum Products","All"
"North Lanarkshire",2018,24.479,"Manufactured Fuels","All"
"North Lanarkshire",2019,180.931,"Bioenergy & Wastes","All"
"North Lanarkshire",2019,3.368,"Coal","All"
"North Lanarkshire",2019,3278.297,"Petroleum Products","All"
"North Lanarkshire",2019,1295.333,"Electricity","All"
"North Lanarkshire",2019,22.069,"Manufactured Fuels","All"
"North Lanarkshire",2019,2882.874,"Gas","All"
"North Lanarkshire",2020,3061.071,"Gas","All"
"North Lanarkshire",2020,3.283,"Coal","All"
"North Lanarkshire",2020,1260.8,"Electricity","All"
"North Lanarkshire",2020,28.925,"Manufactured Fuels","All"
"North Lanarkshire",2020,176.925,"Bioenergy & Wastes","All"
"North Lanarkshire",2020,2689.436,"Petroleum Products","All"
"Orkney Islands",2015,10.818,"Bioenergy & Wastes","All"
"Orkney Islands",2015,339.965,"Petroleum Products","All"
"Orkney Islands",2015,6.224,"Coal","All"
"Orkney Islands",2015,0,"Gas","All"
"Orkney Islands",2015,141.741,"Electricity","All"
"Orkney Islands",2015,2.246,"Manufactured Fuels","All"
"Orkney Islands",2016,0,"Gas","All"
"Orkney Islands",2016,2.198,"Manufactured Fuels","All"
"Orkney Islands",2016,134.114,"Electricity","All"
"Orkney Islands",2016,7.194,"Coal","All"
"Orkney Islands",2016,350.331,"Petroleum Products","All"
"Orkney Islands",2016,11.616,"Bioenergy & Wastes","All"
"Orkney Islands",2017,0,"Gas","All"
"Orkney Islands",2017,2.424,"Manufactured Fuels","All"
"Orkney Islands",2017,138.948,"Electricity","All"
"Orkney Islands",2017,7.388,"Coal","All"
"Orkney Islands",2017,349.996,"Petroleum Products","All"
"Orkney Islands",2017,13.444,"Bioenergy & Wastes","All"
"Orkney Islands",2018,0,"Gas","All"
"Orkney Islands",2018,351.802,"Petroleum Products","All"
"Orkney Islands",2018,2.494,"Manufactured Fuels","All"
"Orkney Islands",2018,16.813,"Bioenergy & Wastes","All"
"Orkney Islands",2018,137.649,"Electricity","All"
"Orkney Islands",2018,7.137,"Coal","All"
"Orkney Islands",2019,4.988,"Coal","All"
"Orkney Islands",2019,0,"Gas","All"
"Orkney Islands",2019,2.529,"Manufactured Fuels","All"
"Orkney Islands",2019,18.52,"Bioenergy & Wastes","All"
"Orkney Islands",2019,140.287,"Electricity","All"
"Orkney Islands",2019,342.808,"Petroleum Products","All"
"Orkney Islands",2020,137.259,"Electricity","All"
"Orkney Islands",2020,2.434,"Manufactured Fuels","All"
"Orkney Islands",2020,323.5,"Petroleum Products","All"
"Orkney Islands",2020,20.261,"Bioenergy & Wastes","All"
"Orkney Islands",2020,5.208,"Coal","All"
"Orkney Islands",2020,0,"Gas","All"
"Perth and Kinross",2015,2563.393,"Petroleum Products","All"
"Perth and Kinross",2015,1005.615,"Gas","All"
"Perth and Kinross",2015,7.722,"Manufactured Fuels","All"
"Perth and Kinross",2015,12.977,"Coal","All"
"Perth and Kinross",2015,747.98,"Electricity","All"
"Perth and Kinross",2015,76.933,"Bioenergy & Wastes","All"
"Perth and Kinross",2016,20.463,"Coal","All"
"Perth and Kinross",2016,1003.398,"Gas","All"
"Perth and Kinross",2016,7.547,"Manufactured Fuels","All"
"Perth and Kinross",2016,80.422,"Bioenergy & Wastes","All"
"Perth and Kinross",2016,727.801,"Electricity","All"
"Perth and Kinross",2016,2595.403,"Petroleum Products","All"
"Perth and Kinross",2017,745.256,"Electricity","All"
"Perth and Kinross",2017,85.854,"Bioenergy & Wastes","All"
"Perth and Kinross",2017,20.709,"Coal","All"
"Perth and Kinross",2017,1044.719,"Gas","All"
"Perth and Kinross",2017,8.352,"Manufactured Fuels","All"
"Perth and Kinross",2017,2704.176,"Petroleum Products","All"
"Perth and Kinross",2018,1033.115,"Gas","All"
"Perth and Kinross",2018,8.61,"Manufactured Fuels","All"
"Perth and Kinross",2018,19.343,"Coal","All"
"Perth and Kinross",2018,2654.783,"Petroleum Products","All"
"Perth and Kinross",2018,729.18,"Electricity","All"
"Perth and Kinross",2018,113.953,"Bioenergy & Wastes","All"
"Perth and Kinross",2019,1026.798,"Gas","All"
"Perth and Kinross",2019,8.811,"Manufactured Fuels","All"
"Perth and Kinross",2019,140.8,"Bioenergy & Wastes","All"
"Perth and Kinross",2019,11.528,"Coal","All"
"Perth and Kinross",2019,2582.045,"Petroleum Products","All"
"Perth and Kinross",2019,709.864,"Electricity","All"
"Perth and Kinross",2020,136.139,"Bioenergy & Wastes","All"
"Perth and Kinross",2020,12.883,"Coal","All"
"Perth and Kinross",2020,1036.853,"Gas","All"
"Perth and Kinross",2020,673.185,"Electricity","All"
"Perth and Kinross",2020,8.47,"Manufactured Fuels","All"
"Perth and Kinross",2020,2083.51,"Petroleum Products","All"
"Renfrewshire",2015,36.17,"Bioenergy & Wastes","All"
"Renfrewshire",2015,1324.787,"Petroleum Products","All"
"Renfrewshire",2015,1.535,"Manufactured Fuels","All"
"Renfrewshire",2015,801.981,"Electricity","All"
"Renfrewshire",2015,0.879,"Coal","All"
"Renfrewshire",2015,1549.877,"Gas","All"
"Renfrewshire",2016,1570.527,"Gas","All"
"Renfrewshire",2016,770.291,"Electricity","All"
"Renfrewshire",2016,36.43,"Bioenergy & Wastes","All"
"Renfrewshire",2016,1.491,"Manufactured Fuels","All"
"Renfrewshire",2016,0.869,"Coal","All"
"Renfrewshire",2016,1312.048,"Petroleum Products","All"
"Renfrewshire",2017,772.197,"Electricity","All"
"Renfrewshire",2017,0.824,"Coal","All"
"Renfrewshire",2017,1354.442,"Petroleum Products","All"
"Renfrewshire",2017,37.047,"Bioenergy & Wastes","All"
"Renfrewshire",2017,1.678,"Manufactured Fuels","All"
"Renfrewshire",2017,1602.374,"Gas","All"
"Renfrewshire",2018,754.497,"Electricity","All"
"Renfrewshire",2018,0.809,"Coal","All"
"Renfrewshire",2018,49.909,"Bioenergy & Wastes","All"
"Renfrewshire",2018,1582.511,"Gas","All"
"Renfrewshire",2018,1361.696,"Petroleum Products","All"
"Renfrewshire",2018,1.745,"Manufactured Fuels","All"
"Renfrewshire",2019,1.857,"Manufactured Fuels","All"
"Renfrewshire",2019,1349.58,"Petroleum Products","All"
"Renfrewshire",2019,64.063,"Bioenergy & Wastes","All"
"Renfrewshire",2019,0.759,"Coal","All"
"Renfrewshire",2019,744.255,"Electricity","All"
"Renfrewshire",2019,1586.203,"Gas","All"
"Renfrewshire",2020,61.592,"Bioenergy & Wastes","All"
"Renfrewshire",2020,1612.344,"Gas","All"
"Renfrewshire",2020,681.148,"Electricity","All"
"Renfrewshire",2020,1.776,"Manufactured Fuels","All"
"Renfrewshire",2020,1098.563,"Petroleum Products","All"
"Renfrewshire",2020,0.725,"Coal","All"
"Scottish Borders",2015,588.666,"Electricity","All"
"Scottish Borders",2015,6.844,"Manufactured Fuels","All"
"Scottish Borders",2015,1572.882,"Petroleum Products","All"
"Scottish Borders",2015,89.809,"Coal","All"
"Scottish Borders",2015,754.469,"Gas","All"
"Scottish Borders",2015,116.022,"Bioenergy & Wastes","All"
"Scottish Borders",2016,1565.669,"Petroleum Products","All"
"Scottish Borders",2016,6.546,"Manufactured Fuels","All"
"Scottish Borders",2016,118.048,"Bioenergy & Wastes","All"
"Scottish Borders",2016,797.132,"Gas","All"
"Scottish Borders",2016,75.754,"Coal","All"
"Scottish Borders",2016,564.801,"Electricity","All"
"Scottish Borders",2017,1610.767,"Petroleum Products","All"
"Scottish Borders",2017,168.037,"Bioenergy & Wastes","All"
"Scottish Borders",2017,7.255,"Manufactured Fuels","All"
"Scottish Borders",2017,812.358,"Gas","All"
"Scottish Borders",2017,67.419,"Coal","All"
"Scottish Borders",2017,574.464,"Electricity","All"
"Scottish Borders",2018,559.141,"Electricity","All"
"Scottish Borders",2018,222.319,"Bioenergy & Wastes","All"
"Scottish Borders",2018,7.469,"Manufactured Fuels","All"
"Scottish Borders",2018,1614.522,"Petroleum Products","All"
"Scottish Borders",2018,789.772,"Gas","All"
"Scottish Borders",2018,63.12,"Coal","All"
"Scottish Borders",2019,1563.115,"Petroleum Products","All"
"Scottish Borders",2019,7.584,"Manufactured Fuels","All"
"Scottish Borders",2019,786.436,"Gas","All"
"Scottish Borders",2019,544.497,"Electricity","All"
"Scottish Borders",2019,228.463,"Bioenergy & Wastes","All"
"Scottish Borders",2019,44.272,"Coal","All"
"Scottish Borders",2020,1328.756,"Petroleum Products","All"
"Scottish Borders",2020,519.01,"Electricity","All"
"Scottish Borders",2020,43.992,"Coal","All"
"Scottish Borders",2020,802.864,"Gas","All"
"Scottish Borders",2020,7.352,"Manufactured Fuels","All"
"Scottish Borders",2020,280.169,"Bioenergy & Wastes","All"
"Shetland Islands",2015,0,"Gas","All"
"Shetland Islands",2015,9.892,"Coal","All"
"Shetland Islands",2015,202.108,"Electricity","All"
"Shetland Islands",2015,15.062,"Bioenergy & Wastes","All"
"Shetland Islands",2015,355.074,"Petroleum Products","All"
"Shetland Islands",2015,2.434,"Manufactured Fuels","All"
"Shetland Islands",2016,8.664,"Coal","All"
"Shetland Islands",2016,0,"Gas","All"
"Shetland Islands",2016,363.169,"Petroleum Products","All"
"Shetland Islands",2016,2.233,"Manufactured Fuels","All"
"Shetland Islands",2016,189.686,"Electricity","All"
"Shetland Islands",2016,15.89,"Bioenergy & Wastes","All"
"Shetland Islands",2017,2.457,"Manufactured Fuels","All"
"Shetland Islands",2017,0,"Gas","All"
"Shetland Islands",2017,367.585,"Petroleum Products","All"
"Shetland Islands",2017,8.127,"Coal","All"
"Shetland Islands",2017,19.758,"Bioenergy & Wastes","All"
"Shetland Islands",2017,191.785,"Electricity","All"
"Shetland Islands",2018,2.527,"Manufactured Fuels","All"
"Shetland Islands",2018,0,"Gas","All"
"Shetland Islands",2018,369.268,"Petroleum Products","All"
"Shetland Islands",2018,183.567,"Electricity","All"
"Shetland Islands",2018,25.349,"Bioenergy & Wastes","All"
"Shetland Islands",2018,7.836,"Coal","All"
"Shetland Islands",2019,0,"Gas","All"
"Shetland Islands",2019,356.371,"Petroleum Products","All"
"Shetland Islands",2019,5.946,"Coal","All"
"Shetland Islands",2019,179.84,"Electricity","All"
"Shetland Islands",2019,27.321,"Bioenergy & Wastes","All"
"Shetland Islands",2019,2.542,"Manufactured Fuels","All"
"Shetland Islands",2020,5.881,"Coal","All"
"Shetland Islands",2020,328.35,"Petroleum Products","All"
"Shetland Islands",2020,2.508,"Manufactured Fuels","All"
"Shetland Islands",2020,31.296,"Bioenergy & Wastes","All"
"Shetland Islands",2020,0,"Gas","All"
"Shetland Islands",2020,176.359,"Electricity","All"
"South Ayrshire",2015,504.878,"Electricity","All"
"South Ayrshire",2015,1304.847,"Gas","All"
"South Ayrshire",2015,1098.128,"Petroleum Products","All"
"South Ayrshire",2015,6.138,"Coal","All"
"South Ayrshire",2015,6.506,"Manufactured Fuels","All"
"South Ayrshire",2015,33.021,"Bioenergy & Wastes","All"
"South Ayrshire",2016,4.817,"Manufactured Fuels","All"
"South Ayrshire",2016,5.412,"Coal","All"
"South Ayrshire",2016,34.779,"Bioenergy & Wastes","All"
"South Ayrshire",2016,1117.864,"Petroleum Products","All"
"South Ayrshire",2016,1279.523,"Gas","All"
"South Ayrshire",2016,477.877,"Electricity","All"
"South Ayrshire",2017,5.589,"Manufactured Fuels","All"
"South Ayrshire",2017,35.522,"Bioenergy & Wastes","All"
"South Ayrshire",2017,4.517,"Coal","All"
"South Ayrshire",2017,1154.786,"Petroleum Products","All"
"South Ayrshire",2017,481.05,"Electricity","All"
"South Ayrshire",2017,1282.925,"Gas","All"
"South Ayrshire",2018,45.46,"Bioenergy & Wastes","All"
"South Ayrshire",2018,5.75,"Manufactured Fuels","All"
"South Ayrshire",2018,4.489,"Coal","All"
"South Ayrshire",2018,1153.369,"Gas","All"
"South Ayrshire",2018,472.6,"Electricity","All"
"South Ayrshire",2018,1113.376,"Petroleum Products","All"
"South Ayrshire",2019,460.867,"Electricity","All"
"South Ayrshire",2019,1271.917,"Gas","All"
"South Ayrshire",2019,3.322,"Coal","All"
"South Ayrshire",2019,1092.019,"Petroleum Products","All"
"South Ayrshire",2019,5.706,"Manufactured Fuels","All"
"South Ayrshire",2019,56.029,"Bioenergy & Wastes","All"
"South Ayrshire",2020,430.488,"Electricity","All"
"South Ayrshire",2020,1301.429,"Gas","All"
"South Ayrshire",2020,53.623,"Bioenergy & Wastes","All"
"South Ayrshire",2020,6.074,"Manufactured Fuels","All"
"South Ayrshire",2020,909.875,"Petroleum Products","All"
"South Ayrshire",2020,3.001,"Coal","All"
"South Lanarkshire",2015,1267.468,"Electricity","All"
"South Lanarkshire",2015,22.346,"Coal","All"
"South Lanarkshire",2015,15.4,"Manufactured Fuels","All"
"South Lanarkshire",2015,2444.086,"Gas","All"
"South Lanarkshire",2015,97.37,"Bioenergy & Wastes","All"
"South Lanarkshire",2015,2922.693,"Petroleum Products","All"
"South Lanarkshire",2016,10.31,"Manufactured Fuels","All"
"South Lanarkshire",2016,2418.812,"Gas","All"
"South Lanarkshire",2016,101.351,"Bioenergy & Wastes","All"
"South Lanarkshire",2016,2964.027,"Petroleum Products","All"
"South Lanarkshire",2016,1166.523,"Electricity","All"
"South Lanarkshire",2016,19.029,"Coal","All"
"South Lanarkshire",2017,3116.837,"Petroleum Products","All"
"South Lanarkshire",2017,2488.123,"Gas","All"
"South Lanarkshire",2017,12.339,"Manufactured Fuels","All"
"South Lanarkshire",2017,17.163,"Coal","All"
"South Lanarkshire",2017,114.366,"Bioenergy & Wastes","All"
"South Lanarkshire",2017,1176.433,"Electricity","All"
"South Lanarkshire",2018,154.337,"Bioenergy & Wastes","All"
"South Lanarkshire",2018,16.279,"Coal","All"
